sample	read_num	uniq_num	unmap	rRNA	spikein	univec	pri_miRNA	lncRNA	mRNA	piRNA	snoRNA	snRNA	srpRNA	tRNA	tucpRNA	Y_RNA	intron_for	intron_rev	promoter_for	promoter_rev	enhancer_for	enhancer_rev	repeats_for	repeats_rev	passQC	mir_dup_ratio	mir_rmdup_num	QCrankSum
SRR6700721	2665353	459088	0.635085108801723	0.00665802991198539	0.00631173431811846	0.018212972165413	0.24958607734135	0.0272646812636075	0.00442042761315293	0.00492505120334905	4.5022179050955e-05	8.36662160696913e-05	9.37962063561562e-06	0.00160654142246824	0.00184365823213661	0.0151304536397243	0.00213967905939664	0.00338791897358436	0.00576283891852224	0.00127938025469797	0.00432625622197135	0.00900631173431812	0.00162042326100895	0.00129438764771496	TRUE	0.995932264538096	2706	716
SRR6700723	2802786	439024	0.676192545560025	0.00824822159094558	0.00382012754452177	0.0118910255724126	0.201820260269603	0.0208274909322367	0.00649889074656431	0.00353683798905803	3.99602395616362e-05	6.60057528473455e-05	1.46283019823847e-05	0.00127373263602715	0.00261989320625977	0.0227245319478547	0.00300807839057281	0.00494864752428477	0.00611213271366419	0.00191345325686656	0.00685460823623352	0.0138287404032987	0.00205545482245166	0.00170473236272766	TRUE	0.995115431735374	2763	748
SRR6700724	3343537	518167	0.674093931067609	0.00659511170356422	0.00287808987907118	0.00828942524039662	0.244564663109755	0.0138114218565549	0.00343677967374071	0.0029929383165193	4.06754882628785e-05	6.87894286798681e-05	9.27161864815613e-06	0.00128157696475319	0.00147089743585909	0.0152706549979857	0.0017762626823032	0.00279344897334769	0.00406007171447482	0.00111648233592151	0.00397901982242159	0.00893155960289956	0.00141437047055259	0.00112455761667958	TRUE	0.996590482456516	2788	541
SRR6700725	3248949	629544	0.585599219932354	0.00855692102276767	0.0034192595820987	0.00986472856299068	0.332983681799868	0.0162052405254745	0.00339740636125713	0.00350267117150808	4.83233193257266e-05	8.187263019518e-05	1.60051758276292e-05	0.00133150751212161	0.00159651628880601	0.0111155946122885	0.00182335887697837	0.00266947865294284	0.0038806395545144	0.0010332572164106	0.00364548658658539	0.00695455668894772	0.00129057119702402	0.000983702729713517	TRUE	0.997399817164534	2813	610
SRR6700726	3486046	531914	0.679501073709297	0.0103641776385051	0.0043430293231931	0.0126452720359972	0.217687029947396	0.0220943728223896	0.00449018745019429	0.00402490385955894	4.44629818424656e-05	0.000102982003106098	2.09406301580645e-05	0.00204787888627976	0.00185539720359399	0.0133486477229503	0.00248734526165174	0.00341992044855403	0.00404871306919071	0.00129458991648418	0.0046037831973531	0.00816741947753988	0.00190990021359443	0.00149797220117004	TRUE	0.996330055200714	2785	660
SRR6700727	2572675	421397	0.653681090693539	0.00768849543762815	0.00465080120885848	0.0134237709776789	0.251248991808137	0.0197545356486925	0.00410467703849106	0.00534424286005811	4.19796515300223e-05	0.000115444041707561	1.04949128825056e-05	0.00153769908752563	0.00145684938828262	0.0136674861768393	0.00180084931054253	0.00265871126356808	0.00355194496001244	0.00107125851496983	0.00354961275714966	0.00817631453642609	0.00136744827854276	0.00109730144693753	TRUE	0.996214312898565	2447	474
SRR6700728	2364148	445430	0.611682094352807	0.00368293355576724	0.00229258066753858	0.00661760600436182	0.314357645968019	0.00977772965144314	0.00214665071729858	0.00431741160028898	5.11812289247543e-05	5.28731703768123e-05	4.65283899315948e-06	0.00148044877055074	0.000766026492419256	0.0211433463556427	0.00104392787591978	0.00150709684842066	0.00461307836903612	0.000630671176254617	0.00214411280512049	0.0103445300378826	0.000763065594878155	0.000580335918055892	TRUE	0.997050544411374	2192	705
SRR6700729	2974621	533909	0.615973597981054	0.00612380535200955	0.00218515232696871	0.0066149603596559	0.284844018784242	0.0108544920512563	0.00279632262395781	0.00543094397571993	3.79880327611484e-05	5.8158669625475e-05	1.14300275564517e-05	0.00148960153243052	0.000903980708802903	0.0344376644957458	0.00126369039955006	0.00198344595832545	0.00413666144359231	0.000717738495088954	0.0026144507148978	0.0157374670588287	0.000941632564282979	0.000842796443647779	TRUE	0.997119094349955	2441	623
SRR6700730	3047131	558397	0.589060988844917	0.00495121476562708	0.00201041569922658	0.00569650599202988	0.362319506447212	0.0102601430657231	0.00185387500570208	0.00213216957196786	4.8898455629246e-05	4.26630820926307e-05	1.11580368549957e-05	0.00101209957825902	0.000785657065613523	0.00629313278621759	0.00105935714611548	0.0014715481546412	0.00334544199117137	0.000615989269906676	0.00254337604782991	0.00303334513678605	0.000793533326922932	0.000658980529553866	TRUE	0.997688479079015	2552	874
SRR6700733	3377817	535896	0.681515310036038	0.00897147477201992	0.00271832369841232	0.00794092752804548	0.218788347622148	0.017854430835063	0.00425215457202092	0.00360558313253797	4.26310839219531e-05	0.00012197226788781	2.51641814817085e-05	0.0018950108901696	0.00253862183771353	0.0145623637988677	0.00314256219327453	0.00413373489445994	0.0045268882239624	0.00179968304973301	0.00646541834563566	0.0108078679217968	0.00239296563431352	0.00189856348049643	TRUE	0.995744404466955	3145	811
SRR6700734	2731267	500342	0.605677877702912	0.00865239465786392	0.00285911263893277	0.00862054130921656	0.301789975128759	0.0144376218070222	0.00425553415319703	0.00462862107585967	0.000171349047896086	7.98164368404847e-05	1.09839133266722e-05	0.00141692481914071	0.00138580373138181	0.0186093120884923	0.00179989726379735	0.00306853925302799	0.00453086424725228	0.00124447737991196	0.0041112787581734	0.0100909211732137	0.00136346977428424	0.00119468363949771	TRUE	0.996839623957713	2605	785
SRR6700738	2601207	623040	0.570709674393464	0.010310982555406	0.00136436661903493	0.00406311377756557	0.312787871169038	0.0110656322238099	0.00248500023258433	0.00442410004278783	8.6882743280331e-05	0.000304089601481159	1.88374089413107e-05	0.00182991972572733	0.00166922509435043	0.0399441490046736	0.00211401860751567	0.0029332536780041	0.00767951185738005	0.00124672892238103	0.00466629530060468	0.0170839921621001	0.00193871537328632	0.00127363950658291	TRUE	0.996819177361589	2588	901
SRR6700739	3074275	766116	0.478296183653056	0.00817493555391108	0.00188890063510909	0.00566702718527132	0.435070382447894	0.0115666295305397	0.00307389547128998	0.00489025867887551	0.000108318221369266	0.000141171495718503	1.04089582096592e-05	0.00216213578811264	0.00154963365346301	0.0236807052069187	0.00172821234274748	0.00278244464141952	0.00430540533947028	0.00126696538208195	0.00411804409169642	0.00672451228338389	0.00152881573704369	0.00126501370241764	TRUE	0.997892377419205	2819	760
SRR6700740	2986853	837858	0.433421062235068	0.00939349877613662	0.000998710013515898	0.00297436800538895	0.4816068952841	0.00741817558480447	0.00201516445569969	0.00440463591612979	8.4369736307746e-05	0.000169743874238203	9.37441514530511e-06	0.00250363844487827	0.00111019859363685	0.0316416643202729	0.00132514054089706	0.00198101480052751	0.00593300038535542	0.00093375870858057	0.00292448272479429	0.00710446747797766	0.0011774935023585	0.000869142204186145	TRUE	0.998165436093011	2639	590
SRR6700742	3268688	763436	0.487349664452527	0.0119448537150074	0.0012962387355416	0.00467588218881704	0.418897429182596	0.011457502214956	0.00365957228098858	0.00489125912292639	8.74968794819206e-05	0.000187231084765508	2.38627853132511e-05	0.00265182850122129	0.00182978614049429	0.0242262338895606	0.00212807095690993	0.00374737509361554	0.00426623770760623	0.00151742839940673	0.00473217388750471	0.00709887269754715	0.00172546293803508	0.00160553714517874	TRUE	0.997828000102246	2974	648
SRR6700743	3416513	843490	0.473720427816314	0.00818553888130969	0.00115995460869021	0.00388232095121546	0.481924113855267	0.00726998550861653	0.00174710296726516	0.00284354252420523	6.11734830220169e-05	6.96616696614355e-05	5.26852963825983e-06	0.00148016413226	0.000651541498598132	0.0054300978804998	0.000858184938854323	0.00138474520658929	0.00346435093324685	0.000549975955016123	0.00202077381236366	0.00193706273033353	0.000747253120359852	0.000606758996672924	TRUE	0.998470695414516	2518	721
SRR6700744	2079896	416677	0.584798470692765	0.00880957509413932	0.00344344140283937	0.0103115732709712	0.30517247016197	0.0165662129260309	0.00489207152665326	0.0040795308996219	6.29839184266906e-05	8.31772357848662e-05	8.17348559735679e-06	0.00142122490739922	0.00239338890021424	0.0228246989272541	0.00224386219310966	0.00407279979383585	0.0060171277794659	0.00155248147022736	0.00622771523191544	0.0108438114213403	0.00207077661575386	0.00210443214468416	TRUE	0.996398451617782	2286	689
SRR6700745	1469829	316481	0.559860364709092	0.0103617495640649	0.00419368511575156	0.012835506715407	0.319341229489961	0.021452155318748	0.00532919135491271	0.00460733867681206	5.78298563982613e-05	0.000161243246663387	1.83694837970948e-05	0.0019648544150374	0.00283094155850783	0.0219311225999759	0.00325480038834449	0.00503732066791443	0.00560405326061739	0.0020771123715752	0.00664839243204482	0.00819755223226647	0.00243429677874093	0.00180088976336703	TRUE	0.99521706432143	2245	838
SRR6700746	3277985	923242	0.406928951779828	0.00722761086460127	0.00157169724693676	0.00482064438976993	0.536869448761968	0.00842255226915315	0.00173734779140234	0.00252350148033014	0.000113484350904595	0.000113789416364016	3.96585097247242e-06	0.00113789416364016	0.000769375088659649	0.0144195290704503	0.00094844851333975	0.00147560162721916	0.00286364946758451	0.000631790566460798	0.00227182247630785	0.00355889364960486	0.000927704062099125	0.000662297112402894	TRUE	0.998450436116714	2727	590
SRR6700747	2991660	798108	0.421536538242982	0.00686809329937225	0.00113682704585414	0.00322061999023953	0.525265571622444	0.00673004285246318	0.0017441821597374	0.00240936470053415	0.000126685519076366	6.65182540796748e-05	7.68803941624382e-06	0.00107264862985767	0.000772146567457532	0.0150615377415883	0.000919890629282739	0.00155198117433131	0.00364847609688267	0.000668525166629898	0.00234084087095459	0.00335432502356551	0.00081660349103842	0.000680892882212551	TRUE	0.998291986335891	2684	695
SRR6700748	3381309	857042	0.433210037887694	0.0127829192777117	0.00136189860199112	0.00446483891297719	0.473493253648217	0.0127243620739779	0.00362226581480722	0.004360145730544	0.000129831375955288	0.000325613541974425	1.74488637388656e-05	0.00223197584130879	0.00193416218393527	0.021421289802263	0.00209682108319589	0.00347409834475347	0.00688106292563028	0.0013550965025675	0.00475703344473989	0.00666487446134027	0.00149971505118284	0.00119125462949408	TRUE	0.997996286133838	3208	838
SRR6700749	2786511	653143	0.493499935941398	0.00957685076427116	0.00125318005204358	0.0039296453521985	0.432670461376252	0.00830429163925784	0.00280458250478825	0.00486917151950952	9.868972345704e-05	8.82824435288431e-05	1.07661516498589e-05	0.00234486782933927	0.00127255912501332	0.0183623893822777	0.00135725285132555	0.00243171478598147	0.00488424413181933	0.00113618787078178	0.00335293849548773	0.00554062051073906	0.00114803063759662	0.0010633369112844	TRUE	0.998015163717889	2393	570
SRR6700750	2458450	532572	0.543373263641725	0.0119107567776445	0.00447965181313429	0.0129093534544123	0.315615123350078	0.0268600134230918	0.0100189143566068	0.00574304948239745	9.07075596412374e-05	0.000186296243568102	3.13205474994407e-05	0.00187028412210946	0.00477292603062906	0.00774919156379019	0.00505725152026683	0.0080440928227135	0.00764831499522057	0.00326425186601314	0.0113957981655108	0.0126315361304887	0.0031255465842299	0.00322235554922817	TRUE	0.995498270449168	3493	729
SRR6700751	3220716	680421	0.542874006897845	0.011399639086464	0.00234140483047869	0.00714126920846172	0.354295442379893	0.0141633102701387	0.00618930697397722	0.00491754007493986	0.000105566588298999	0.000181636629867396	1.33510685201676e-05	0.00231967053288772	0.0027316907172194	0.0144505134883051	0.00279968801968258	0.00500975559471869	0.00634424146680428	0.00227061311832524	0.00794947458888024	0.00831926813789232	0.00218802278747955	0.00199458753891992	TRUE	0.997529544249552	2819	768
SRR6700752	4239149	943728	0.514871027180219	0.0112833967383548	0.00186853540651673	0.00492551689030039	0.393729967972345	0.0110694387010223	0.00390054702016843	0.010487482275334	0.000103086728020176	0.000107804656076019	1.39178877647377e-05	0.00224337479055348	0.00188905839355965	0.0156925364029431	0.002113395872615	0.00343583110666787	0.00478020470618042	0.00163452617494691	0.00537136109157758	0.00732104486065482	0.00167014653176852	0.00148779861241018	TRUE	0.998173844273492	3048	608
SRR6700753	3535616	785678	0.5113982966476	0.0231461787705452	0.00154683087756136	0.00417579284628195	0.400110758634422	0.00986730459416407	0.00443487075519513	0.00204490532908551	4.58194555064803e-05	0.000145094942437188	7.91941206284845e-06	0.00133017839041344	0.00191564921077402	0.00674479355224097	0.00294884964883064	0.0045265096662081	0.0039226544964159	0.00206215833393672	0.00780571193251756	0.00662656804358844	0.00283514951849975	0.00235800494171313	TRUE	0.997954246952224	2894	882
SRR6700754	3439367	815869	0.481720618939473	0.0150225317623853	0.00175032207961523	0.0053559274133874	0.419653674644201	0.0114989182602496	0.00422316083162977	0.00585892694789477	8.66438504527141e-05	0.00025033676254962	1.07577935125853e-05	0.00223209677827344	0.00218179682482271	0.0182251559661996	0.0020823599226253	0.00382221495990396	0.00597028464830883	0.00171252442673318	0.00602203835763965	0.00855128283780126	0.00201577790331767	0.00175264808902336	TRUE	0.998152899206911	2666	749
SRR6700755	3261997	826854	0.458651249525981	0.00718271659967805	0.000979461354501552	0.00284733554322705	0.455615072607363	0.00854997720721386	0.00276916257127152	0.00598682340909572	0.000138871985473929	0.000138871985473929	1.16493056247446e-05	0.00227743924963757	0.00156192663573878	0.0240561226757719	0.00167014255377917	0.00278234468026795	0.00851656209371131	0.00133384549403326	0.00458706737008035	0.00760055879879718	0.00142918586375156	0.00131361248952712	TRUE	0.998134859357495	2772	741
SRR6700756	3142481	874083	0.448584732890986	0.0105496262348126	0.0013521163692	0.00396215601621776	0.474372637416105	0.00990491271068942	0.0033413089848435	0.00634721419158938	0.000239301367295459	0.000239301367295459	9.54659709955287e-06	0.00221926560574272	0.00209165942451203	0.00938366850905383	0.00202928832346162	0.00320924772496636	0.00536073249130225	0.00142880736589975	0.00527322201788969	0.00682358938685707	0.00173779889202194	0.00153986611215788	TRUE	0.998088155485954	2850	690
SRR6700757	2758510	602314	0.520989954721933	0.00965956258994892	0.00263040554502249	0.00708462177044854	0.395905398204103	0.0121192237838543	0.00377413893732486	0.00674240803912257	8.66409764691808e-05	0.000114554596503185	7.25029091792308e-06	0.0017817589930796	0.00196700392603253	0.0107862577985942	0.00196917901330791	0.00320172846935483	0.00448031727273057	0.00155663746007809	0.0053260637083063	0.00661951560806377	0.00165197878564877	0.0015453995091553	TRUE	0.997681550101684	2532	655
SRR6700758	3407978	871958	0.50756460282314	0.0190893251071456	0.00463119186802262	0.0117359912534647	0.360418993315098	0.0218727937797721	0.00685773206282435	0.0138833055847192	8.24535839139807e-05	0.000232982724653739	1.67254600821954e-05	0.00285565223719167	0.00340964642377386	0.00609599005627384	0.00381898005210128	0.00620426540312173	0.00586564819373834	0.00249180012312286	0.00946426297352859	0.00823303436817961	0.00302496084188337	0.00214966176424848	TRUE	0.997111454856305	3548	739
SRR6700759	2663298	628548	0.40853332972878	0.00359404017124633	0.00121616131578216	0.00418954243948668	0.511362603809262	0.00766981389239957	0.0027616136083908	0.00355536631649932	7.24665433609007e-05	6.79608515457151e-05	8.63590931243894e-06	0.00157098454622802	0.000836932254670713	0.0342282388226928	0.000886494864637754	0.00159539037689361	0.0067480244418762	0.00072879565110626	0.00213644886903381	0.00673150357188719	0.000780986581298826	0.000724665433609007	TRUE	0.998361126387848	2232	743
SRR6700760	2377017	545716	0.484562373765101	0.00525953327216423	0.00592170775387807	0.0172985721179108	0.375341446863863	0.0272711554019176	0.00717916615657355	0.00622418771089984	7.44630770415188e-05	7.15182095878995e-05	1.09380791134434e-05	0.00250986846118475	0.00217499496217318	0.0314061700021498	0.00236977690946257	0.00460072435325452	0.0115640737950128	0.00144635061507764	0.00450606789938818	0.00766254511431765	0.0013912395241599	0.00115312595576725	TRUE	0.997055569815051	2627	865
SRR6700761	2407518	398772	0.607756203691935	0.00831146433796134	0.00311814906472143	0.0140497391919811	0.290995539804895	0.0148792241636407	0.00754386883088725	0.00421429870929314	5.73204437100782e-05	0.000146624033548243	7.89194514848902e-06	0.00315054757638364	0.0022255285318739	0.0107018929868852	0.00261555676842292	0.00487389917749317	0.00494617278043196	0.00202864526869581	0.00665166366357386	0.00675425895050421	0.002612649209684	0.00235886086832996	TRUE	0.997108098039188	2026	742
SRR6700762	1941260	387296	0.56083780637318	0.0169472404520775	0.00488806239246675	0.0141310283012064	0.312408950887568	0.0204614528708159	0.00909563891493154	0.00506475175916673	7.2118108857134e-05	0.000144751347063248	1.18479750265292e-05	0.00230674922473033	0.00313301670049349	0.0109490743125599	0.00372283980507505	0.00613725106374211	0.00533880057282384	0.00239020017926501	0.0087268063010622	0.00725611200972564	0.00289863284670781	0.00307686760145473	TRUE	0.996431792661431	2164	741
SRR6700763	3019717	809194	0.476401596573454	0.013042281776736	0.00119746320598917	0.00372650814629318	0.401475701199814	0.0185719390260743	0.00513789868388329	0.00618071163622286	0.000260620448869878	0.00028148333105387	3.57649408868447e-05	0.00333541189455833	0.00371359302875071	0.0213063012196176	0.00430835074942453	0.00581412099213271	0.00828123959960486	0.00252970725402414	0.00852993840151246	0.00996384760558688	0.00330660124773282	0.00259891903777738	TRUE	0.997471837590517	3065	795
SRR6700830	4085201	722795	0.669775367234072	0.00930847711042859	0.00186306622366929	0.00633236895810023	0.187103400787379	0.013627481242661	0.0104827155383542	0.00312371410855916	4.35719074777471e-05	9.13051769056162e-05	2.57025296919295e-05	0.001969548132393	0.00393150789887695	0.0355571243618123	0.0045544882614099	0.00704885757151239	0.00930309181849314	0.00275237375101005	0.0116483864563824	0.0153341292142051	0.00310511037278215	0.00301821134382372	TRUE	0.995816080224503	3198	832
SRR6700831	4182484	601233	0.671718289896626	0.0706910056320598	0.00140251582552378	0.00404831196006966	0.169846674846814	0.0111369224604326	0.00514215953964199	0.00432422455172572	3.92111482076202e-05	0.000129109878244603	6.04903688812677e-05	0.00251979445707383	0.00242487478732734	0.0108940046154391	0.00337622331609637	0.00578364436062397	0.00584341745240388	0.0024255920644287	0.00946064587455684	0.0092409199891739	0.00633523045156897	0.00315673652308054	TRUE	0.996421638529184	2542	867
SRR6700832	2466737	453995	0.642635189726347	0.00688845223467277	0.00111321150167205	0.0040482629481781	0.272397097866534	0.00776491373016256	0.00349084640964967	0.00400366962509582	7.17547107778413e-05	0.000148779541556315	1.41887846170873e-05	0.00150320038171885	0.00176832795713528	0.0225013854334694	0.00221547736949663	0.00345111781272183	0.00697196336699048	0.00143387803401822	0.00499850612367674	0.00899244629646371	0.00202899620024348	0.00155833394480238	TRUE	0.995813564467833	2813	823
SRR6700833	4108093	846566	0.587777589261003	0.00756555413911029	0.00250602895309332	0.00801077288172395	0.316100925660641	0.0107095920175127	0.00346438116177019	0.00442102941681213	7.4973959937129e-05	5.30659846308251e-05	8.76319012252157e-06	0.00138214981987993	0.00132299828655291	0.0301254134217507	0.00166646665496619	0.00277476678351732	0.00500061707463779	0.00113191205749237	0.00410823221382768	0.00880311132196861	0.00167255220366238	0.00131910353538734	TRUE	0.997483389446253	3268	724
SRR6700834	5e+06	966964	0.6097714	0.0088376	0.001636	0.005319	0.2963602	0.0091498	0.0043714	0.0050912	7.66e-05	0.0001444	1.64e-05	0.0018976	0.00197	0.0228014	0.00262	0.0040094	0.0060814	0.0016018	0.0057606	0.0085106	0.0021668	0.0018064	TRUE	0.997440277068243	3793	842
SRR6700835	4400219	1012415	0.551098479416593	0.00608424262519661	0.00121357596065105	0.0130120796260368	0.331951205155925	0.00749439971055986	0.00328642733463948	0.00246669540766039	6.47695035178931e-05	8.90864750140845e-05	1.15903322084651e-05	0.00158287576141097	0.00160378381166937	0.0468542588448439	0.00211262212176258	0.00335096957674152	0.00551586182415012	0.00129016305779326	0.0049152099020526	0.0126498249291683	0.00183059070468993	0.001521287917715	TRUE	0.997712674698663	3341	783
SRR6700836	4011540	786468	0.584159948548438	0.0277960583715979	0.00237340273311496	0.00526879951340383	0.248145849224986	0.010463562621836	0.0042843895361881	0.00797000653115761	6.4065171978841e-05	0.00011392133694292	1.96931851608111e-05	0.00220937595038314	0.00208473553797295	0.0576407065615699	0.00248782263170752	0.00426444707020247	0.00840724509789258	0.00166220453990238	0.0072780029614562	0.0174179990726753	0.0034764703829452	0.00241129341848766	TRUE	0.996846642764507	3139	703
SRR6700837	3057625	775110	0.44909758390908	0.00557131760762029	0.000712644617963289	0.00232468010302114	0.432774784350599	0.00647594129430522	0.00299905972772986	0.004562037529128	0.000137688565471567	0.000101712930787785	1.04656391807367e-05	0.00202346592535056	0.00133535014921712	0.0580309881035117	0.00166109316871755	0.00271485221372798	0.00782012182658109	0.000989657005028412	0.00387588406034095	0.0141930419852009	0.00139193001103798	0.00119569927639917	TRUE	0.997823561907195	2880	574
SRR6700838	4164106	948162	0.533106746081872	0.0114997072600938	0.00192190112355449	0.00622822761956588	0.373538521833978	0.0103678916915179	0.00413966407195206	0.00395018762730824	8.90947540720625e-05	8.7894016146563e-05	1.39285599357941e-05	0.00228596486256594	0.00178357611453695	0.0222775308793772	0.00222448708078036	0.00344179518965175	0.00549961984637279	0.00136667990680353	0.00520015580775321	0.00779567090751292	0.00181383471025954	0.00136692005438863	TRUE	0.997657918524109	3643	726
SRR6700839	4432866	894856	0.621572138657022	0.0084622454186524	0.0015680600315913	0.00386544506420902	0.310646881723923	0.00704781060379448	0.00343006082295292	0.00255996910351001	5.2561931716411e-05	6.36157285151412e-05	1.17305598680402e-05	0.00113222461495565	0.00180898768426566	0.0118038758672155	0.00219790086142915	0.00337637095278765	0.00396154542005105	0.00130615272376833	0.00581429711613209	0.00601213752006039	0.00171717349452927	0.00158881409905014	TRUE	0.997711785141635	3151	765
SRR6700956	5e+06	1688323	0.2503662	0.008141	0.0006116	0.0092804	0.589522	0.010518	0.004483	0.006805	0.000193	0.000156	2.02e-05	0.0029878	0.0022816	0.0785462	0.0025268	0.004191	0.0093776	0.0014802	0.0054266	0.009801	0.0018728	0.001412	TRUE	0.998670448261473	3919	815
SRR6700957	5e+06	1651126	0.2940102	0.0094726	0.0004024	0.0078016	0.5694898	0.0046432	0.0026172	0.0077092	7.34e-05	0.0001128	1.4e-05	0.003523	0.0009054	0.0739826	0.0011004	0.0021546	0.008	0.0007926	0.0028832	0.007932	0.0012466	0.0011332	TRUE	0.998969604021003	2934	898
SRR6700958	3165386	1000975	0.288866191990487	0.0059585150120712	0.000314969485554052	0.0274152978499305	0.568334793924027	0.00353795714014025	0.00186928229290203	0.00926206156216019	6.63426198258285e-05	6.34993646904359e-05	4.73875855898775e-06	0.00232609861798845	0.000815698306620425	0.0663644181151999	0.000790109010401891	0.00174291539799569	0.00971192770802676	0.000630254888345371	0.00234947649354613	0.00779525782953485	0.000909525726088382	0.000870667905904683	TRUE	0.998715396728959	2311	673
SRR6700959	3682307	1308810	0.307989529390135	0.0131672888762398	0.000630582947049228	0.0112969939768737	0.57888899540424	0.0062045342770171	0.00260516029760691	0.00605978806221209	8.63589048930467e-05	0.00124867372546613	1.43931508155078e-05	0.00257583085820927	0.00127555904491396	0.0418552825714966	0.00152458771091058	0.00242809738568783	0.00842216577813854	0.00101077938368528	0.00410584994678608	0.0058848977013595	0.00154549851492556	0.00117915209133839	TRUE	0.998669104218475	2837	795
SRR6700960	5e+06	1557669	0.310459	0.0170266	0.0011662	0.00815	0.5295978	0.0112428	0.0041732	0.0095548	9.2e-05	0.0004458	2.2e-05	0.0027506	0.0024718	0.0625964	0.0028294	0.0043554	0.010824	0.0016898	0.0063954	0.0096174	0.002558	0.0019816	TRUE	0.998688438660433	3473	846
SRR6700961	5e+06	1462150	0.313243	0.0132344	0.000827	0.0142948	0.5309082	0.0063464	0.0034982	0.0075048	0.0001206	0.0001168	1.28e-05	0.0032496	0.0013282	0.0808742	0.0014922	0.0027258	0.0073116	0.0011712	0.004233	0.004516	0.001581	0.0014102	TRUE	0.998862703570975	3019	771
SRR6700962	5e+06	1680336	0.3309586	0.0120594	0.001016	0.013213	0.5655494	0.0071548	0.0037074	0.0046514	0.0001044	0.0001296	1.1e-05	0.0019238	0.0015602	0.0316336	0.001833	0.0030642	0.0067816	0.0012578	0.004837	0.0055792	0.0016376	0.001337	TRUE	0.998758729122513	3510	701
SRR6700963	5e+06	1803900	0.2697814	0.0138154	0.000492	0.010221	0.6495954	0.0064244	0.0030338	0.0032856	6.06e-05	6.28e-05	1e-05	0.0022428	0.001256	0.0212946	0.001488	0.0023892	0.0039282	0.0009882	0.0035928	0.0037664	0.001181	0.0010904	TRUE	0.998947652646555	3418	906
SRR6700964	5e+06	1588206	0.3303408	0.0135778	0.0006246	0.0080172	0.5497886	0.0075866	0.004712	0.0080084	0.0001092	0.000116	1.52e-05	0.002858	0.002186	0.038952	0.0022854	0.004184	0.007654	0.0015488	0.0057236	0.0075038	0.002096	0.002112	TRUE	0.998796992152984	3307	892
SRR6700965	5e+06	1263610	0.5293804	0.007984	0.0016406	0.0096408	0.3884974	0.0072364	0.0045658	0.0025542	6.5e-05	9.46e-05	8e-06	0.0010666	0.0022878	0.0096196	0.0027584	0.0047432	0.004279	0.001832	0.0090316	0.0080512	0.0024602	0.0022032	TRUE	0.998536927145458	2842	694
SRR6700966	5e+06	1408409	0.4146452	0.0067372	0.0009058	0.0176046	0.4857614	0.004647	0.0025602	0.0080328	9.92e-05	9.44e-05	6.2e-06	0.0017038	0.001478	0.0330948	0.0015104	0.0024868	0.0045952	0.0009588	0.003896	0.0063468	0.0014352	0.0014002	TRUE	0.998837700978299	2823	822
SRR6700967	5e+06	1512545	0.4264224	0.009212	0.0016418	0.0106864	0.4674668	0.0094898	0.0050516	0.004417	8.82e-05	0.0003032	1.54e-05	0.0015102	0.0027366	0.021208	0.0032692	0.0053878	0.0073948	0.0020446	0.008594	0.0080856	0.002852	0.0021226	TRUE	0.998562036918985	3361	827
SRR6701007	5e+06	1241196	0.510674	0.0312494	0.0033198	0.0131028	0.3048132	0.0182306	0.0108636	0.0076084	0.0001536	0.000261	4.54e-05	0.0035346	0.0046554	0.0262846	0.0055282	0.0091918	0.0085736	0.0042092	0.0161418	0.0130144	0.004628	0.0039166	TRUE	0.997569002917197	3705	755
SRR6701058	13143723	4107298	0.374279114068366	0.0198552571444179	0.00112608885625481	0.00432731274084215	0.486034512443696	0.0114350401328452	0.00771760025679178	0.00839975096858021	0.000146381660660378	0.000261797970027214	2.14551082672695e-05	0.00356223270986463	0.00261615373361109	0.0376093592355834	0.00312727223481505	0.00527491335597988	0.0111507219073317	0.00207224391445255	0.00776149953860105	0.00902522063193206	0.00236059448300911	0.00183547690407048	TRUE	0.999162531896186	5350	767
SRR6701059	14554606	4474393	0.324139588526134	0.00856622295375086	0.000536668598243058	0.00173594530830996	0.523359478092365	0.00484004857293973	0.00327078589416986	0.0111910964817598	9.75636166310514e-05	0.000127588476115396	7.14550431664038e-06	0.00240425608223266	0.00117680959553285	0.0799702856951263	0.001389663176042	0.00295219259112888	0.0146111821920841	0.00095722275134071	0.00401893393747656	0.0119795754003922	0.00142738319402119	0.00124036335988758	TRUE	0.999443765506661	4237	737
SRR6701060	13702454	4519819	0.317837009341538	0.00991012266853806	0.00039496574847104	0.00139938437304734	0.589038284675139	0.00417509155659271	0.00221588045469811	0.00650452831295766	0.000140412804888818	0.000130049697667294	8.02775911526505e-06	0.00249028385718354	0.000979532571318977	0.0411260639882462	0.00109214013781765	0.00194804521876154	0.00750814416162244	0.000774824713879718	0.00298588851310867	0.00717608685276375	0.00114468547020848	0.00102054712243515	TRUE	0.999448909527249	4448	747
SRR6701061	10929712	3472454	0.306737085112581	0.00948378145737051	0.000442646613195297	0.00162611787026044	0.605768843680419	0.00560014756107023	0.00286329594046028	0.00657217683320475	0.000117477935374692	7.62142680429274e-05	1.18941834880919e-05	0.00248130966305425	0.00131366681940018	0.0332703185591715	0.00139116199951106	0.00246639618683457	0.00654116046241658	0.00100469252986721	0.00338718897625116	0.00636375414100573	0.00127533095108087	0.00120533825593941	TRUE	0.999341779241095	4358	949
